i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6,vx,vy,vz
0.8635,-0.081,-0.945,-0.391,0.904,-0.513,0.4925,0.557,0.7085,0.579,0.628,0.589,0.098,-0.5815,-0.0735
0.86,-0.0725,-0.933,-0.394,0.8965,-0.5025,0.495,0.561,0.7115,0.581,0.631,0.5915,0.0975,-0.5775,-0.0725
0.8665,-0.062,-0.928,-0.402,0.897,-0.495,0.502,0.567,0.7175,0.587,0.6345,0.595,0.0945,-0.584,-0.075
0.866,-0.0575,-0.923,-0.4045,0.8945,-0.49,0.5035,0.5705,0.72,0.5885,0.6365,0.5965,0.0935,-0.5845,-0.076
0.884,-0.0505,-0.9345,-0.4165,0.909,-0.4925,0.5005,0.5675,0.716,0.5845,0.6325,0.5925,0.0945,-0.5795,-0.075
0.891,-0.0495,-0.9405,-0.4205,0.9155,-0.495,0.4995,0.566,0.716,0.585,0.6315,0.5905,0.0955,-0.5795,-0.076
0.884,-0.051,-0.935,-0.4165,0.9095,-0.493,0.5,0.5665,0.7175,0.585,0.632,0.5905,0.0945,-0.581,-0.0755
0.8885,-0.0515,-0.9395,-0.4185,0.914,-0.4955,0.4995,0.5635,0.7165,0.5825,0.631,0.59,0.0955,-0.578,-0.0735
0.89,-0.052,-0.9415,-0.419,0.916,-0.497,0.497,0.562,0.716,0.5815,0.631,0.5895,0.0965,-0.566,-0.0755
0.881,-0.053,-0.934,-0.414,0.9075,-0.4935,0.4905,0.559,0.714,0.5775,0.628,0.5875,0.0985,-0.556,-0.075
0.873,-0.0525,-0.9255,-0.41,0.8995,-0.489,0.491,0.559,0.7155,0.578,0.628,0.589,0.101,-0.555,-0.074
0.8655,-0.058,-0.9235,-0.4035,0.8945,-0.4905,0.5005,0.569,0.7255,0.5865,0.6365,0.5965,0.1015,-0.5635,-0.075
0.846,-0.0655,-0.9115,-0.3905,0.8785,-0.4885,0.508,0.578,0.735,0.5935,0.645,0.605,0.1025,-0.5695,-0.0735
0.8325,-0.063,-0.8955,-0.3845,0.864,-0.4795,0.512,0.584,0.74,0.598,0.65,0.611,0.1035,-0.5715,-0.073
0.844,-0.0535,-0.8975,-0.3955,0.871,-0.4755,0.5105,0.583,0.739,0.597,0.6495,0.6085,0.104,-0.571,-0.0735
0.855,-0.043,-0.898,-0.406,0.8765,-0.4705,0.509,0.581,0.737,0.5965,0.6475,0.6065,0.1045,-0.567,-0.0735
0.853,-0.046,-0.899,-0.4035,0.876,-0.4725,0.5075,0.5805,0.737,0.597,0.646,0.607,0.1055,-0.5685,-0.0745
0.8675,-0.0505,-0.918,-0.4085,0.8925,-0.484,0.499,0.574,0.7315,0.5935,0.6405,0.6005,0.105,-0.566,-0.0795
0.887,-0.0485,-0.9355,-0.419,0.911,-0.492,0.4975,0.572,0.731,0.5955,0.641,0.6,0.1065,-0.5685,-0.082
0.8875,-0.048,-0.9355,-0.4195,0.9115,-0.492,0.501,0.5765,0.7365,0.6005,0.6455,0.6045,0.1075,-0.573,-0.0795
0.888,-0.0485,-0.9365,-0.42,0.912,-0.4925,0.4965,0.574,0.7345,0.598,0.643,0.601,0.108,-0.5675,-0.0775
0.89,-0.0495,-0.939,-0.42,0.9145,-0.494,0.4955,0.571,0.732,0.594,0.641,0.5975,0.1085,-0.5655,-0.0775
0.876,-0.0585,-0.9345,-0.409,0.9055,-0.4965,0.4985,0.5745,0.735,0.597,0.6435,0.6,0.1075,-0.5745,-0.0785
0.871,-0.0595,-0.9305,-0.406,0.901,-0.495,0.4995,0.576,0.737,0.6,0.6445,0.601,0.106,-0.577,-0.0785
0.879,-0.05,-0.929,-0.4145,0.9035,-0.489,0.5015,0.578,0.7405,0.601,0.6465,0.603,0.108,-0.571,-0.0785
0.8815,-0.046,-0.927,-0.418,0.904,-0.4865,0.502,0.58,0.7415,0.603,0.648,0.605,0.108,-0.5655,-0.0795
0.8725,-0.0435,-0.9165,-0.4145,0.8945,-0.48,0.4995,0.5795,0.742,0.6025,0.6465,0.603,0.106,-0.559,-0.0815
0.866,-0.0435,-0.909,-0.411,0.8875,-0.476,0.499,0.5825,0.7445,0.605,0.6485,0.6045,0.107,-0.5635,-0.081
0.877,-0.043,-0.92,-0.417,0.8985,-0.4815,0.494,0.5825,0.7415,0.6025,0.645,0.6015,0.107,-0.5645,-0.081
0.886,-0.0425,-0.9285,-0.422,0.907,-0.4855,0.487,0.577,0.7365,0.5975,0.639,0.5965,0.1065,-0.5615,-0.0825
0.876,-0.0445,-0.92,-0.416,0.8985,-0.482,0.4915,0.5805,0.74,0.6015,0.6435,0.601,0.1055,-0.5665,-0.08
0.8685,-0.044,-0.9125,-0.4125,0.8905,-0.478,0.496,0.585,0.7435,0.6045,0.646,0.604,0.1045,-0.5665,-0.082
0.8835,-0.0325,-0.916,-0.4255,0.8995,-0.4745,0.49,0.579,0.74,0.6,0.643,0.5985,0.1055,-0.5565,-0.085
0.882,-0.0305,-0.9125,-0.426,0.897,-0.4715,0.4895,0.581,0.742,0.6025,0.6455,0.5985,0.109,-0.55,-0.0845
0.8605,-0.037,-0.8975,-0.412,0.879,-0.4675,0.496,0.589,0.748,0.609,0.653,0.6055,0.1095,-0.5545,-0.084
0.844,-0.034,-0.878,-0.405,0.861,-0.456,0.5075,0.5945,0.7545,0.6145,0.659,0.612,0.1075,-0.557,-0.084
0.841,-0.0325,-0.873,-0.404,0.857,-0.4525,0.508,0.5935,0.754,0.613,0.657,0.6115,0.1085,-0.557,-0.0845
0.8405,-0.038,-0.8785,-0.401,0.8595,-0.458,0.505,0.5915,0.7505,0.61,0.6555,0.609,0.109,-0.5575,-0.083
0.8325,-0.0385,-0.871,-0.397,0.8515,-0.4545,0.512,0.5985,0.758,0.6175,0.661,0.615,0.11,-0.559,-0.082
0.8345,-0.0325,-0.867,-0.401,0.851,-0.45,0.5135,0.6025,0.7625,0.6215,0.666,0.6195,0.112,-0.5585,-0.0815
0.839,-0.0325,-0.8715,-0.403,0.855,-0.452,0.509,0.598,0.758,0.616,0.6625,0.614,0.1115,-0.5555,-0.084
0.8615,-0.0375,-0.899,-0.412,0.8805,-0.468,0.4985,0.587,0.748,0.605,0.651,0.6035,0.11,-0.56,-0.084
0.8885,-0.041,-0.93,-0.4235,0.9095,-0.4855,0.492,0.5815,0.7435,0.6005,0.648,0.6,0.111,-0.5645,-0.082
0.899,-0.042,-0.941,-0.4285,0.92,-0.4915,0.494,0.583,0.745,0.602,0.6505,0.6015,0.113,-0.5685,-0.0815
0.893,-0.05,-0.943,-0.4215,0.918,-0.4965,0.498,0.5835,0.746,0.6035,0.651,0.6025,0.111,-0.574,-0.082
0.895,-0.038,-0.933,-0.4285,0.914,-0.4855,0.4935,0.5775,0.7415,0.5985,0.647,0.598,0.11,-0.565,-0.082
0.8985,-0.021,-0.9195,-0.439,0.909,-0.47,0.4835,0.5735,0.7375,0.594,0.6435,0.593,0.1125,-0.553,-0.081
0.888,-0.034,-0.922,-0.427,0.905,-0.478,0.4835,0.5765,0.741,0.5975,0.645,0.595,0.113,-0.5525,-0.0805
0.892,-0.0405,-0.932,-0.4255,0.912,-0.4865,0.481,0.5745,0.738,0.595,0.642,0.592,0.1125,-0.551,-0.0795
0.858,-0.0365,-0.8945,-0.4105,0.876,-0.4655,0.4895,0.5805,0.745,0.602,0.6495,0.5985,0.1105,-0.547,-0.081
0.8415,-0.027,-0.8685,-0.4075,0.855,-0.448,0.499,0.5905,0.755,0.612,0.658,0.607,0.109,-0.5435,-0.083
0.8635,-0.024,-0.8875,-0.42,0.8755,-0.456,0.493,0.5815,0.7485,0.605,0.649,0.599,0.108,-0.542,-0.0845
0.872,-0.0255,-0.897,-0.423,0.8845,-0.4615,0.487,0.574,0.7385,0.5975,0.642,0.592,0.108,-0.5455,-0.084
0.8765,-0.0195,-0.8955,-0.4285,0.886,-0.4575,0.487,0.575,0.739,0.598,0.643,0.5935,0.108,-0.548,-0.083
0.8615,-0.02,-0.8815,-0.4205,0.8715,-0.451,0.4865,0.5765,0.7425,0.602,0.645,0.5965,0.1075,-0.5455,-0.084
0.8665,-0.0245,-0.891,-0.421,0.879,-0.4575,0.486,0.5765,0.742,0.6035,0.6455,0.5965,0.1085,-0.546,-0.0815
0.868,-0.0235,-0.891,-0.4225,0.8795,-0.457,0.4905,0.5795,0.749,0.6085,0.6495,0.602,0.108,-0.55,-0.0805
0.8665,-0.0255,-0.892,-0.4205,0.879,-0.4585,0.4925,0.5805,0.75,0.61,0.651,0.603,0.1065,-0.556,-0.0815
0.886,-0.033,-0.9185,-0.4265,0.9025,-0.4755,0.486,0.5725,0.74,0.6005,0.6425,0.5955,0.105,-0.557,-0.0825
0.886,-0.036,-0.922,-0.425,0.904,-0.479,0.482,0.5695,0.737,0.5985,0.6395,0.5935,0.1055,-0.553,-0.0825
0.872,-0.033,-0.905,-0.4195,0.8885,-0.469,0.4845,0.571,0.7395,0.601,0.6435,0.596,0.106,-0.5515,-0.0825
0.8655,-0.0315,-0.897,-0.417,0.881,-0.4645,0.487,0.572,0.741,0.6005,0.6435,0.597,0.1045,-0.551,-0.0825
0.865,-0.034,-0.899,-0.4155,0.882,-0.4665,0.4915,0.576,0.7435,0.605,0.6475,0.5995,0.104,-0.5545,-0.0835
0.862,-0.0245,-0.8865,-0.4185,0.8745,-0.4555,0.495,0.5765,0.746,0.609,0.6515,0.6035,0.105,-0.5475,-0.084
0.867,-0.026,-0.8925,-0.4205,0.8795,-0.4595,0.492,0.5725,0.743,0.6065,0.648,0.6,0.1045,-0.5445,-0.0835
0.8735,-0.0305,-0.9045,-0.4215,0.889,-0.4675,0.4885,0.5685,0.7395,0.603,0.645,0.598,0.105,-0.548,-0.082
0.866,-0.0285,-0.8945,-0.419,0.88,-0.4615,0.4875,0.566,0.7365,0.601,0.6445,0.598,0.1045,-0.5445,-0.0835
0.858,-0.0295,-0.8875,-0.414,0.8725,-0.4585,0.489,0.5685,0.738,0.6015,0.6475,0.599,0.104,-0.5455,-0.0825
0.849,-0.0325,-0.8815,-0.408,0.8655,-0.457,0.492,0.5705,0.7395,0.603,0.648,0.601,0.104,-0.549,-0.08
0.843,-0.031,-0.874,-0.406,0.8585,-0.4525,0.489,0.564,0.734,0.5985,0.6425,0.5955,0.1015,-0.546,-0.0805
0.849,-0.027,-0.876,-0.411,0.8625,-0.4515,0.4895,0.562,0.732,0.598,0.64,0.5935,0.0995,-0.544,-0.082
0.862,-0.0295,-0.8915,-0.4165,0.877,-0.4605,0.4865,0.56,0.729,0.596,0.6375,0.591,0.1,-0.5455,-0.085
0.888,-0.0205,-0.9085,-0.4335,0.898,-0.4645,0.4805,0.5535,0.725,0.59,0.635,0.5865,0.1015,-0.544,-0.084
0.8655,-0.0185,-0.884,-0.4235,0.875,-0.4515,0.488,0.56,0.7315,0.597,0.6415,0.593,0.1015,-0.542,-0.0835
0.8165,-0.032,-0.8485,-0.3925,0.8325,-0.44,0.494,0.563,0.7365,0.602,0.646,0.599,0.0985,-0.5415,-0.0845
0.8075,-0.0405,-0.8485,-0.3835,0.828,-0.4445,0.4935,0.56,0.734,0.6005,0.6445,0.597,0.098,-0.543,-0.0825
0.82,-0.042,-0.862,-0.389,0.841,-0.452,0.4885,0.5555,0.7295,0.5955,0.64,0.5925,0.099,-0.544,-0.0825
0.824,-0.038,-0.862,-0.393,0.843,-0.45,0.492,0.5565,0.731,0.5955,0.6425,0.596,0.0985,-0.5435,-0.085
0.8155,-0.0315,-0.8465,-0.392,0.831,-0.439,0.503,0.5665,0.741,0.605,0.653,0.6045,0.0975,-0.542,-0.086
0.8065,-0.031,-0.837,-0.388,0.822,-0.434,0.5065,0.569,0.746,0.6105,0.6575,0.6075,0.098,-0.5455,-0.085
0.809,-0.031,-0.84,-0.389,0.824,-0.4355,0.502,0.564,0.7405,0.6065,0.6525,0.603,0.098,-0.547,-0.084
0.836,-0.0285,-0.8645,-0.4035,0.85,-0.4465,0.492,0.5515,0.7275,0.5925,0.6405,0.592,0.0965,-0.5455,-0.081
0.8415,-0.0255,-0.867,-0.408,0.854,-0.446,0.488,0.547,0.7215,0.588,0.637,0.588,0.0965,-0.5405,-0.08
0.829,-0.021,-0.85,-0.404,0.8395,-0.4355,0.4925,0.5525,0.7275,0.5945,0.642,0.5935,0.0955,-0.5375,-0.081
0.8315,-0.0255,-0.857,-0.403,0.8445,-0.441,0.493,0.5525,0.728,0.595,0.643,0.5955,0.096,-0.543,-0.081
0.8425,-0.026,-0.8685,-0.408,0.8555,-0.4475,0.486,0.544,0.7185,0.586,0.6345,0.5875,0.0965,-0.5405,-0.0805
0.836,-0.032,-0.8675,-0.402,0.852,-0.4495,0.4875,0.542,0.719,0.5865,0.635,0.5885,0.0945,-0.5435,-0.08
0.839,-0.039,-0.8785,-0.4,0.8585,-0.459,0.4855,0.5385,0.7165,0.584,0.6325,0.5875,0.0955,-0.5495,-0.0775
0.851,-0.0375,-0.8885,-0.407,0.8695,-0.463,0.479,0.531,0.7095,0.578,0.6245,0.5805,0.095,-0.5495,-0.077
0.831,-0.039,-0.87,-0.396,0.8505,-0.4545,0.4805,0.532,0.709,0.579,0.626,0.5805,0.093,-0.5465,-0.078
0.837,-0.0485,-0.886,-0.394,0.8615,-0.4675,0.4765,0.5275,0.7025,0.5735,0.62,0.576,0.0935,-0.5485,-0.077
0.8535,-0.0565,-0.91,-0.3985,0.882,-0.4835,0.4775,0.5265,0.703,0.5735,0.6185,0.5755,0.093,-0.556,-0.077
0.8435,-0.0525,-0.8965,-0.3955,0.87,-0.4745,0.482,0.53,0.705,0.577,0.622,0.579,0.093,-0.5545,-0.076
0.849,-0.0445,-0.8935,-0.4025,0.8715,-0.469,0.483,0.5295,0.707,0.5785,0.623,0.58,0.093,-0.5535,-0.0755
0.8555,-0.0465,-0.9025,-0.4045,0.879,-0.4745,0.4835,0.5245,0.704,0.5765,0.623,0.5785,0.0925,-0.555,-0.077
0.844,-0.0525,-0.8965,-0.3955,0.8705,-0.4745,0.4875,0.528,0.706,0.579,0.6255,0.5805,0.0915,-0.5545,-0.0795
0.8395,-0.048,-0.8875,-0.396,0.8635,-0.4675,0.4865,0.528,0.7065,0.58,0.625,0.5805,0.091,-0.551,-0.08
0.833,-0.0505,-0.8835,-0.3915,0.8585,-0.467,0.4835,0.5215,0.701,0.575,0.62,0.5765,0.091,-0.549,-0.078
0.8285,-0.052,-0.8805,-0.3885,0.8545,-0.466,0.487,0.523,0.7025,0.5765,0.62,0.5775,0.0905,-0.5515,-0.075
0.832,-0.0395,-0.872,-0.3965,0.852,-0.456,0.49,0.527,0.7055,0.5815,0.625,0.583,0.091,-0.5505,-0.0735
0.825,-0.0335,-0.8585,-0.3955,0.842,-0.446,0.4965,0.533,0.712,0.588,0.632,0.5875,0.089,-0.5515,-0.074
0.813,-0.035,-0.848,-0.389,0.8305,-0.4415,0.5005,0.536,0.7155,0.5925,0.6365,0.59,0.0885,-0.552,-0.075
0.798,-0.041,-0.839,-0.3785,0.8185,-0.44,0.5,0.5355,0.7155,0.5925,0.6375,0.5905,0.088,-0.548,-0.078
0.7895,-0.0515,-0.841,-0.369,0.8155,-0.4465,0.496,0.5295,0.709,0.5865,0.6315,0.586,0.087,-0.549,-0.0775
0.795,-0.0605,-0.855,-0.367,0.825,-0.458,0.4965,0.528,0.7065,0.5865,0.63,0.5855,0.085,-0.5575,-0.0765
0.807,-0.0615,-0.869,-0.373,0.838,-0.465,0.4955,0.525,0.705,0.5835,0.6275,0.5825,0.0835,-0.5605,-0.075
0.8255,-0.0545,-0.8805,-0.3855,0.853,-0.4675,0.4875,0.514,0.6965,0.5755,0.6205,0.575,0.0845,-0.5565,-0.074
0.845,-0.0395,-0.8845,-0.4025,0.8645,-0.462,0.4885,0.5155,0.6965,0.575,0.622,0.575,0.085,-0.5525,-0.0725
0.846,-0.0345,-0.8805,-0.4055,0.8635,-0.458,0.4865,0.5145,0.6935,0.5735,0.6185,0.5735,0.0845,-0.548,-0.072
0.8275,-0.0425,-0.87,-0.3925,0.8485,-0.456,0.483,0.5095,0.689,0.5715,0.6165,0.5715,0.0845,-0.546,-0.0735
0.8145,-0.0475,-0.8625,-0.3835,0.8385,-0.455,0.4865,0.513,0.6925,0.5745,0.619,0.5745,0.085,-0.55,-0.076
0.8205,-0.0545,-0.875,-0.383,0.848,-0.465,0.4825,0.511,0.6895,0.5745,0.6155,0.5725,0.084,-0.5525,-0.077
0.8375,-0.0575,-0.895,-0.39,0.866,-0.476,0.475,0.502,0.6795,0.5655,0.6075,0.564,0.0825,-0.5495,-0.074
0.8375,-0.0595,-0.897,-0.3885,0.867,-0.4785,0.4765,0.5,0.6795,0.5645,0.6065,0.564,0.0805,-0.5505,-0.0735
0.8205,-0.0565,-0.877,-0.382,0.849,-0.467,0.485,0.5075,0.6885,0.573,0.616,0.573,0.0805,-0.5545,-0.073
0.8095,-0.056,-0.866,-0.377,0.838,-0.461,0.4875,0.5095,0.689,0.5735,0.6175,0.5755,0.0795,-0.5585,-0.071
0.815,-0.061,-0.876,-0.377,0.846,-0.4685,0.4835,0.503,0.684,0.568,0.6115,0.57,0.079,-0.5565,-0.072
0.823,-0.0595,-0.8825,-0.382,0.853,-0.471,0.4795,0.499,0.6795,0.563,0.607,0.5655,0.079,-0.555,-0.0715
0.818,-0.062,-0.88,-0.378,0.8485,-0.471,0.479,0.497,0.6795,0.5625,0.6075,0.566,0.079,-0.5605,-0.072
0.8175,-0.0645,-0.8815,-0.3765,0.8495,-0.473,0.4815,0.498,0.6815,0.564,0.6095,0.568,0.079,-0.562,-0.0715
0.817,-0.0625,-0.8795,-0.377,0.848,-0.471,0.4845,0.4995,0.6815,0.5625,0.609,0.568,0.0775,-0.5605,-0.071
0.818,-0.055,-0.873,-0.3815,0.845,-0.464,0.4865,0.4995,0.682,0.5635,0.6085,0.5685,0.0775,-0.5575,-0.0705
0.8375,-0.054,-0.8915,-0.392,0.8645,-0.473,0.4795,0.4915,0.674,0.5565,0.6025,0.5615,0.0765,-0.556,-0.0715
0.8395,-0.058,-0.8975,-0.391,0.8685,-0.478,0.478,0.4875,0.6715,0.553,0.601,0.5605,0.0755,-0.561,-0.0715
0.8295,-0.052,-0.8815,-0.389,0.8555,-0.4665,0.4845,0.4935,0.679,0.559,0.6085,0.5665,0.0765,-0.565,-0.0705
0.826,-0.0515,-0.8775,-0.387,0.8515,-0.4645,0.487,0.496,0.681,0.56,0.609,0.5675,0.0765,-0.564,-0.07
0.8055,-0.06,-0.8655,-0.373,0.8355,-0.4625,0.4885,0.495,0.682,0.5615,0.6085,0.568,0.077,-0.559,-0.069
0.788,-0.063,-0.851,-0.3625,0.8195,-0.457,0.4925,0.499,0.686,0.5675,0.6125,0.573,0.077,-0.555,-0.0675
0.786,-0.063,-0.849,-0.3615,0.8175,-0.456,0.4925,0.4985,0.6845,0.566,0.613,0.5735,0.077,-0.553,-0.0645
0.8,-0.061,-0.861,-0.3695,0.83,-0.461,0.4815,0.488,0.6745,0.5555,0.6045,0.5635,0.0765,-0.548,-0.064
0.8365,-0.0525,-0.889,-0.392,0.863,-0.471,0.477,0.4835,0.6705,0.5525,0.598,0.559,0.0765,-0.5525,-0.0655
0.8595,-0.054,-0.914,-0.403,0.887,-0.484,0.4705,0.4765,0.665,0.547,0.5925,0.553,0.0775,-0.5495,-0.0655
0.8545,-0.0655,-0.92,-0.3945,0.8875,-0.4925,0.4615,0.4685,0.6565,0.5385,0.5855,0.5445,0.076,-0.5445,-0.066
0.8475,-0.064,-0.9115,-0.392,0.8795,-0.4875,0.466,0.473,0.6585,0.541,0.5875,0.5475,0.075,-0.5505,-0.0665
0.837,-0.057,-0.894,-0.39,0.8655,-0.476,0.4735,0.4775,0.664,0.5465,0.593,0.554,0.0735,-0.5515,-0.065
0.8295,-0.0585,-0.888,-0.3855,0.859,-0.4735,0.4745,0.479,0.6655,0.547,0.5935,0.555,0.0715,-0.5555,-0.065
0.8235,-0.0595,-0.883,-0.382,0.8535,-0.4715,0.474,0.4785,0.6645,0.547,0.5935,0.5545,0.0715,-0.557,-0.0675
0.7915,-0.0575,-0.849,-0.367,0.8205,-0.453,0.482,0.4825,0.6715,0.5545,0.6,0.562,0.0715,-0.557,-0.0675
0.776,-0.0595,-0.8355,-0.358,0.806,-0.4475,0.4945,0.4905,0.68,0.562,0.61,0.5715,0.0715,-0.565,-0.067
0.81,-0.064,-0.8745,-0.373,0.8425,-0.4695,0.4905,0.485,0.675,0.5585,0.6055,0.566,0.0715,-0.5685,-0.0665
0.828,-0.0605,-0.8885,-0.3835,0.8585,-0.4745,0.4835,0.4795,0.67,0.554,0.5995,0.561,0.0725,-0.5635,-0.0655
0.82,-0.0555,-0.8755,-0.382,0.8475,-0.4655,0.4875,0.4805,0.6745,0.5545,0.6025,0.5635,0.0735,-0.5635,-0.0655
0.8045,-0.057,-0.8615,-0.374,0.833,-0.459,0.4925,0.483,0.6775,0.5585,0.606,0.5665,0.072,-0.5655,-0.066
0.8015,-0.055,-0.857,-0.373,0.829,-0.456,0.491,0.4805,0.6725,0.5535,0.6005,0.563,0.0705,-0.561,-0.0675
0.819,-0.051,-0.87,-0.384,0.8445,-0.4605,0.4825,0.4725,0.666,0.546,0.593,0.556,0.072,-0.559,-0.065
0.819,-0.048,-0.867,-0.3855,0.843,-0.4575,0.483,0.475,0.667,0.5485,0.594,0.557,0.0715,-0.5615,-0.066
0.813,-0.0535,-0.8665,-0.38,0.84,-0.46,0.4835,0.4725,0.6665,0.545,0.592,0.554,0.0705,-0.561,-0.066
0.8175,-0.059,-0.8765,-0.3795,0.847,-0.468,0.48,0.4675,0.6615,0.5405,0.588,0.5505,0.07,-0.5615,-0.0625
0.8255,-0.0565,-0.882,-0.3845,0.854,-0.469,0.478,0.4645,0.6585,0.538,0.587,0.5495,0.0695,-0.558,-0.0605
0.821,-0.0545,-0.8755,-0.3835,0.8485,-0.465,0.4795,0.464,0.659,0.536,0.587,0.549,0.0695,-0.5545,-0.0615
0.8095,-0.056,-0.8655,-0.3765,0.837,-0.4605,0.485,0.4715,0.6645,0.542,0.5935,0.5555,0.0675,-0.558,-0.063
0.8055,-0.055,-0.861,-0.3755,0.8335,-0.458,0.4885,0.474,0.669,0.546,0.596,0.56,0.068,-0.556,-0.0625
0.803,-0.051,-0.854,-0.3765,0.8285,-0.4525,0.487,0.4715,0.666,0.543,0.592,0.556,0.0685,-0.554,-0.062
0.8,-0.0465,-0.846,-0.3765,0.823,-0.4465,0.4855,0.471,0.664,0.5415,0.59,0.5525,0.0665,-0.552,-0.063
0.7975,-0.0435,-0.8415,-0.377,0.8195,-0.4425,0.483,0.468,0.6625,0.54,0.5885,0.5505,0.0655,-0.5495,-0.0635
0.7925,-0.055,-0.8475,-0.3685,0.82,-0.4515,0.484,0.4685,0.6625,0.54,0.588,0.552,0.065,-0.5565,-0.062
0.7955,-0.065,-0.861,-0.3655,0.828,-0.463,0.486,0.4695,0.663,0.5415,0.59,0.5535,0.0645,-0.561,-0.0625
0.804,-0.0705,-0.8745,-0.3665,0.839,-0.4725,0.4845,0.4685,0.6635,0.5405,0.59,0.553,0.063,-0.565,-0.0635
0.7985,-0.0685,-0.867,-0.365,0.833,-0.468,0.4935,0.475,0.6705,0.547,0.597,0.562,0.064,-0.5725,-0.0625
0.788,-0.05,-0.838,-0.369,0.813,-0.444,0.4995,0.4805,0.676,0.5525,0.6045,0.5675,0.0645,-0.565,-0.063
0.7955,-0.0565,-0.852,-0.3695,0.824,-0.454,0.491,0.4725,0.6675,0.544,0.595,0.5585,0.063,-0.566,-0.062
0.8085,-0.074,-0.8825,-0.3675,0.8455,-0.478,0.4885,0.467,0.663,0.5395,0.5905,0.5535,0.062,-0.577,-0.061
0.8015,-0.0735,-0.875,-0.364,0.838,-0.474,0.4915,0.467,0.6645,0.541,0.5935,0.554,0.0615,-0.573,-0.062
0.7925,-0.067,-0.8595,-0.3625,0.826,-0.463,0.4905,0.4665,0.6645,0.541,0.593,0.554,0.062,-0.569,-0.0625
0.7915,-0.0635,-0.855,-0.364,0.823,-0.459,0.4935,0.472,0.67,0.5455,0.599,0.5585,0.0625,-0.5725,-0.061
0.789,-0.065,-0.854,-0.362,0.8215,-0.4595,0.496,0.474,0.6715,0.548,0.6,0.5595,0.061,-0.5765,-0.062
0.7965,-0.069,-0.8655,-0.3635,0.831,-0.467,0.491,0.468,0.6665,0.5405,0.5945,0.555,0.061,-0.575,-0.064
0.801,-0.076,-0.877,-0.3625,0.839,-0.4765,0.487,0.463,0.6625,0.536,0.591,0.5515,0.061,-0.5765,-0.062
0.79,-0.077,-0.8665,-0.3565,0.8285,-0.4715,0.4835,0.4605,0.6595,0.536,0.588,0.548,0.0605,-0.5725,-0.0625
0.785,-0.0765,-0.8615,-0.354,0.8235,-0.469,0.474,0.4525,0.653,0.5285,0.582,0.543,0.063,-0.565,-0.06
0.796,-0.068,-0.864,-0.364,0.83,-0.466,0.475,0.454,0.6525,0.528,0.5825,0.544,0.064,-0.569,-0.0605
0.818,-0.0615,-0.8795,-0.378,0.849,-0.4705,0.4765,0.454,0.651,0.5295,0.5805,0.543,0.063,-0.57,-0.062
0.809,-0.072,-0.881,-0.3685,0.845,-0.4765,0.4785,0.455,0.652,0.5305,0.5815,0.5435,0.0615,-0.569,-0.0605
0.7905,-0.081,-0.8715,-0.355,0.831,-0.4765,0.4865,0.4615,0.657,0.5345,0.587,0.549,0.0595,-0.5755,-0.061
0.807,-0.08,-0.887,-0.3635,0.847,-0.4835,0.481,0.456,0.6505,0.5255,0.5795,0.5435,0.0595,-0.5735,-0.061
0.8085,-0.074,-0.883,-0.3675,0.846,-0.4785,0.476,0.4505,0.646,0.5205,0.5765,0.5395,0.06,-0.567,-0.0605
0.8055,-0.0735,-0.879,-0.366,0.842,-0.476,0.4765,0.452,0.647,0.522,0.5785,0.5395,0.0595,-0.568,-0.0605
0.824,-0.0755,-0.8995,-0.374,0.8615,-0.4875,0.473,0.4515,0.643,0.5205,0.576,0.537,0.059,-0.57,-0.0615
0.8275,-0.075,-0.9025,-0.3765,0.865,-0.4885,0.474,0.4495,0.642,0.52,0.5745,0.5365,0.059,-0.57,-0.0605
0.8175,-0.0725,-0.8895,-0.3725,0.8535,-0.481,0.48,0.455,0.6465,0.5265,0.579,0.541,0.058,-0.572,-0.0605
0.8065,-0.074,-0.8805,-0.366,0.8435,-0.477,0.4785,0.4545,0.6465,0.5265,0.579,0.5415,0.0575,-0.568,-0.061
0.7955,-0.083,-0.878,-0.356,0.8365,-0.4805,0.479,0.454,0.647,0.5265,0.5795,0.5415,0.0565,-0.571,-0.0615
0.794,-0.0845,-0.8785,-0.3545,0.836,-0.4815,0.4865,0.461,0.6525,0.533,0.586,0.547,0.0545,-0.5775,-0.062
0.7915,-0.0835,-0.8755,-0.354,0.8335,-0.4795,0.4885,0.4625,0.6545,0.5345,0.5875,0.5495,0.054,-0.575,-0.062
0.79,-0.0855,-0.8755,-0.3525,0.833,-0.4805,0.4885,0.4635,0.656,0.5335,0.5905,0.549,0.0545,-0.575,-0.062
0.7945,-0.0675,-0.862,-0.3635,0.828,-0.4645,0.4845,0.4605,0.6545,0.53,0.5885,0.546,0.0565,-0.5675,-0.06
0.805,-0.0455,-0.8505,-0.38,0.8275,-0.448,0.481,0.457,0.652,0.527,0.585,0.542,0.058,-0.559,-0.0595
0.805,-0.0555,-0.8605,-0.3745,0.8325,-0.458,0.483,0.4585,0.654,0.5275,0.588,0.5455,0.058,-0.569,-0.058
0.81,-0.069,-0.879,-0.3705,0.8445,-0.474,0.4805,0.455,0.65,0.5245,0.583,0.542,0.056,-0.5755,-0.059
0.8155,-0.071,-0.8865,-0.372,0.851,-0.479,0.475,0.45,0.645,0.52,0.577,0.5355,0.055,-0.573,-0.0595
